what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1337876111121
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337876111121
java.specification.version,sysinfo,,,"1.6",1337876111121
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1337876111121
java.version,sysinfo,,,"1.6.0_26",1337876111121
java.vm.info,sysinfo,,,"mixed mode, sharing",1337876111121
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1337876111121
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337876111121
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337876111121
java.vm.specification.version,sysinfo,,,"1.0",1337876111121
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1337876111121
java.vm.version,sysinfo,,,"20.1-b02",1337876111121
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1337876111124
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1337876113176
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1337876113178
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1337876113179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337876113245
closed,editor,org.jboss.tools.central,1.0.0.v20120514-1749-H82-Beta3,"org.jboss.tools.central.editors.JBossCentralEditor",1337876113248
started,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120514-1625-H96-Beta3,"org.jboss.tools.maven.project.examples",1337876113460
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337876116313
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337876116314
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1337876118024
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1337876118032
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1337876118085
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1337876118098
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1337876118111
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1337876118112
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1337876118137
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1337876118449
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20120504-0235-H64-Beta3,"org.jboss.ide.eclipse.archives.core",1337876118482
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20120504-2054-H105-Beta3,"org.jboss.ide.eclipse.archives.webtools",1337876118490
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.0.v20120504-2054-H105-Beta3,"org.jboss.ide.eclipse.as.wtp.core",1337876118492
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1337876118530
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120504-2054-H105-Beta3,"org.jboss.ide.eclipse.as.ui.mbeans",1337876118536
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1337876118541
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1337876118547
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1337876118558
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1337876118574
